Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Edition;Titre du projet lauréat;Thématique;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet
1710;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1710&portlet_id=158;2015;Rendre piétonne la rue Edouard Quénu;Prévention et sécurité;Direction de la Voirie et des Déplacements;210000;Budget participatif d’arrondissement;Rue Edouard Quénu;75005;Non;FIN;2016-02;2016-09;2018-01;2018-01;2018-02;
1734;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1734&portlet_id=158;2015;Végétalisation d'une partie de la rue du Commerce;Cadre de vie;Direction des Espaces Verts et de l’Environnement;12000;Budget participatif d’arrondissement;18 Rue du Commerce;75015;Non;ABANDONNÉ;;;;;;
1842;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1842&portlet_id=158;2015;Ouvrir le 18e au Street Art;Cadre de vie;Direction des Affaires Culturelles;45000;Budget participatif d’arrondissement;1 Place Jules Joffrin;75018;Non;FIN;2016-04;2017-03;2017-11;2017-11;2017-12;
1917;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1917&portlet_id=158;2015;Poser un tapis phonique et une végétalisation associative rue de Bagnolet;Cadre de vie;Direction de la Voirie et des Déplacements;320000;Budget participatif d’arrondissement;Rue de Bagnolet;75020;Non;FIN;2016-03;2016-07;2018-06;2018-08;2018-08;
2099;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2099&portlet_id=158;2015;Piétonnisation de la rue Charles Baudelaire;Education et jeunesse;Direction de la Voirie et des Déplacements;20000;Budget participatif d’arrondissement;6 Rue Charles Baudelaire;75012;Non;FIN;2016-02;2016-06;2017-08;2017-09;2019-08;
2301;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000108;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2301&portlet_id=158;2016;Végétaliser la rue de Sully;Cadre de vie;Direction des Espaces Verts et de l’Environnement;240000;Budget participatif d’arrondissement;Rue de Sully;75004;Non;FIN;2017-03;2018-05;2018-11;2019-03;2019-04;
2913;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003373;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2913&portlet_id=158;2016;Cirque électrique;Culture et patrimoine;Direction des Affaires Culturelles;120000;Budget participatif d’arrondissement;Voie Alphonse Loubat;75020;Oui;FIN;2017-01;2017-05;2019-05;2019-11;2019-11;
2513;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002898;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2513&portlet_id=158;2016;Renaissance du cloître abbatial en végétal, square Laurent Prache;Culture et patrimoine;Direction des Espaces Verts et de l’Environnement;100000;Budget participatif d’arrondissement;SQUARE LAURENT PRACHE;75006;Non;FIN;2016-01;2017-09;2018-02;2018-07;2018-07;
2570;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002180;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2570&portlet_id=158;2016;Pacification des abords des Champs-Elysées et sécurisation de la rue de Ponthieu;Cadre de vie;Direction de la Voirie et des Déplacements;300000;Budget participatif d’arrondissement;Rue d'Artois;75008;Non;FIN;2017-07;2017-10;2019-07;2019-09;2019-09;
2302;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003548;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2302&portlet_id=158;2016;Créer un jardin partagé à Valeyre;Cadre de vie;Direction des Espaces Verts et de l’Environnement;60000;Budget participatif d’arrondissement;24 rue de Rochechouart;75009;Non;FIN;2017-03;2017-10;2017-12;2018-07;2018-07;
2614;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003627;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2614&portlet_id=158;2016;Quoi de neuf, Charles ? Rénovation du centre sportif Charles Moureu;Sport;Direction de la Jeunesse et des Sports;1650000;Budget participatif d’arrondissement;CENTRE SPORTIF CHARLES MOUREU;75013;Oui;FIN;2017-01;2019-01;2019-10;2020-11;2020-12;
2842;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003636;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2842&portlet_id=158;2016;Un espace de don d’objets en libre-service dans le quartier Fontaine au Roi;Solidarités;Direction de l’Attractivité et de l’Emploi;10000;Budget participatif d’arrondissement;12 Place Léon Blum;75011;Oui;ETUDES;2017-01;;;;;
2917;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003663;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2917&portlet_id=158;2016;Des parcours de mises en valeur des trésors des quartiers Belleville-Ménilmontant -Saint-Fargeau;Cadre de vie;Direction des Affaires Culturelles;30000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;TRAVAUX;2017-09;2018-09;2018-11;2024-11;;
1463;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1463&portlet_id=158;2015;Du street art autour de la ZAC Clichy-Batignolles;Culture et patrimoine;Direction des Affaires Culturelles;45000;Budget participatif d’arrondissement;20 Rue des Batignolles;75017;Non;FIN;2016-03;2016-07;2018-04;2018-05;2018-05;
1466;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1466&portlet_id=158;2015;Un auvent pour l'école maternelle des Renaudes;Education et jeunesse;Direction des Affaires Scolaires;75000;Budget participatif d’arrondissement;ECOLE MATERNELLE 31 RUE DES RENAUDES;75017;Non;FIN;2015-11;2016-04;2016-07;2016-08;2016-09;
1512;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1512&portlet_id=158;2015;Un arbre de la laïcité;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;4000;Budget participatif d’arrondissement;8 Rue de la Banque;75002;Non;FIN;2016-01;2018-11;;2019-12;2019-12;
1525;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1525&portlet_id=158;2015;Augmenter la végétalisation du square Paul Grimault;Cadre de vie;Direction des Espaces Verts et de l’Environnement;100000;Budget participatif d’arrondissement;Place de Rungis;75013;Oui;FIN;2016-03;2016-08;2016-10;2016-10;2016-10;
1530;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1530&portlet_id=158;2015;Une meilleure acoustique pour la cantine de l'école Primo Levi;Education et jeunesse;Direction des Affaires Scolaires;45000;Budget participatif d’arrondissement;21 Rue Primo Levi;75013;Non;FIN;2016-01;2016-05;2016-07;2016-08;2016-09;
1711;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1711&portlet_id=158;2015;Améliorer les traversées piétonnes rue Saint-Médard;Mobilités;Direction de la Voirie et des Déplacements;35000;Budget participatif d’arrondissement;Rue Saint-Médard;75005;Non;FIN;2016-01;2016-03;2016-08;2016-10;2016-10;
2037;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2037&portlet_id=158;2015;Pergola végétalisée rue du Faubourg Saint-Martin entre la Gare de l'Est et Château Landon;Cadre de vie;Direction des Espaces Verts et de l’Environnement;200000;Budget participatif d’arrondissement;180 Rue du Faubourg Saint-Martin;75010;Non;FIN;2016-04;2017-02;2019-07;2019-09;2019-10;
2391;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000852;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2391&portlet_id=158;2016;Des améliorations rue Jeanne d'Arc;Cadre de vie;Direction de la Voirie et des Déplacements;100000;Budget participatif d’arrondissement;Rue Jeanne d'Arc;75013;Oui;ETUDES;2020-10;;;;;
2709;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001185;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2709&portlet_id=158;2016;Végétalisation du tronçon Navier - rue de La Jonquière;Cadre de vie;Direction de la Voirie et des Déplacements;280000;Budget participatif d’arrondissement;Rue des Epinettes;75017;Oui;ABANDONNÉ;;;;;;
2927;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001566;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2927&portlet_id=158;2016;Permettre la végétalisation des rues Stendhal et Rondonneaux;Cadre de vie;Direction de la Voirie et des Déplacements;520000;Budget participatif d’arrondissement;Rue Stendhal;75020;Non;FIN;2017-04;2017-07;2019-01;2019-04;2019-04;
2531;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001750;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2531&portlet_id=158;2016;Redonner leur éclat aux fontaines de l'avenue de Breteuil;Culture et patrimoine;Direction des Espaces Verts et de l’Environnement;160000;Budget participatif d’arrondissement;Avenue de Breteuil;75007;Non;FIN;2017-01;2017-12;2018-03;2018-10;2018-10;
2359;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002376;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2359&portlet_id=158;2016;Restauration des portes principales de Saint-Thomas-d’Aquin;Culture et patrimoine;Direction des Affaires Culturelles;22000;Budget participatif d’arrondissement;Place Saint-Thomas d'Aquin;75007;Non;FIN;2017-03;2017-09;2017-12;2018-03;2018-04;
2674;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001304;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2674&portlet_id=158;2016;Jardin pédagogique sur le Champ de Mars;Environnement;Direction des Espaces Verts et de l’Environnement;60000;Budget participatif d’arrondissement;Avenue Joseph Bouvard;75007;Non;ABANDONNÉ;;;;;;
2870;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003312;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2870&portlet_id=158;2016;Végétaliser la rue Gay-Lussac;Cadre de vie;Direction des Espaces Verts et de l’Environnement;15000;Budget participatif d’arrondissement;Rue Gay-Lussac;75005;Non;FIN;2016-10;2017-04;2017-06;2018-07;2018-07;
2315;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001124;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2315&portlet_id=158;2016;Embellissement du jardin du Ranelagh;Culture et patrimoine;Direction des Affaires Culturelles;30000;Budget participatif d’arrondissement;JARDIN DU RANELAGH;75116;Non;FIN;2017-01;2017-04;2017-05;2018-05;2018-05;
2511;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000361;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2511&portlet_id=158;2016;Végétalisation de la rue de Rennes;Cadre de vie;Direction des Espaces Verts et de l’Environnement;15000;Budget participatif d’arrondissement;Rue de Rennes;75006;Non;FIN;2017-01;2017-04;2017-09;2017-11;2017-11;
2657;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003628;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2657&portlet_id=158;2016;Parcours végétal et artistique entre Montmartre et les Puces;Cadre de vie;Direction de la Voirie et des Déplacements;390000;Budget participatif d’arrondissement;1 Place Jules Joffrin;75018;Non;ETUDES;2017-07;;;;;
2806;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003649;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2806&portlet_id=158;2016;Végétaliser les boulevards Vaugirard et Pasteur;Cadre de vie;Direction de la Voirie et des Déplacements;1325000;Budget participatif d’arrondissement;Boulevard Pasteur;75015;Non;FIN;2018-02;2018-06;2020-09;2021-08;2021-08;
3757;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002387;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3757&portlet_id=158;2017;Remise en état de l'Espace Glisse Paris 18e;Sport;Direction de la Jeunesse et des Sports;200000;Budget participatif d’arrondissement;ESPACE GLISSE FILLETTES EGP18;75018;Oui;TRAVAUX;2018-03;2018-07;2020-06;2025-12;;
3377;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000649;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3377&portlet_id=158;2017;Renforcer la végétalisation du square de l'Île-de-France;Cadre de vie;Direction des Espaces Verts et de l’Environnement;18000;Budget participatif d’arrondissement;SQUARE DE L'ILE DE FRANCE;75004;Non;FIN;2017-11;2018-09;2019-11;2020-12;2021-04;
3483;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000604;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3483&portlet_id=158;2017;Une conciergerie solidaire;Solidarités;Direction de l’Attractivité et de l’Emploi;100000;Budget participatif d’arrondissement;23 rue des Petits Carreaux;75123;Non;LIVRAISON;2017-12;2018-04;2021-05;2022-06;;
3380;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000709;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3380&portlet_id=158;2017;Mille nouvelles places pour garer les vélos dans le 16ème;Mobilités;Direction de la Voirie et des Déplacements;350000;Budget participatif d’arrondissement;71 Avenue Henri Martin;75016;Non;FIN;2017-12;;;;2022-08;
1765;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1765&portlet_id=158;2015;Aménagement d'aires de fitness dans les parcs et jardins du 15e;Sport;Direction des Espaces Verts et de l’Environnement;100000;Budget participatif d’arrondissement;SQUARE PIERRE-ADRIEN DALPAYRAT;75015;Non;FIN;2016-01;2017-05;2017-06;2017-08;2018-06;
2703;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003631;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2703&portlet_id=158;2016;Sécurisation de l'espace public dans le 17e arrondissement;Prévention et sécurité;Direction de la Voirie et des Déplacements;416000;Budget participatif d’arrondissement;16 Rue des Batignolles;75017;Non;FIN;2017-06;2017-09;2018-08;2019-08;2021-08;
3678;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002716;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3678&portlet_id=158;2017;Redonner vie à la fontaine Pigalle;Cadre de vie;Direction de la Voirie et des Déplacements;245000;Budget participatif d’arrondissement;place Pigalle;75009;Non;LIVRAISON;2019-06;2020-06;2023-06;2024-03;;
8474;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000265;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8474&portlet_id=158;2019;Un café solidaire dans le quartier de la tour Saint-Jacques;Solidarités;;15000;Budget participatif d’arrondissement;tour Saint-Jacques;75123;Non;FIN;2020-01;2020-05;;;2020-09;
8486;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002025;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8486&portlet_id=158;2019;Des ateliers fédérateurs autour du Street Art;Education et jeunesse;Direction de la Jeunesse et des Sports;5000;Budget participatif d’arrondissement;5 rue Eugène Oudiné;75013;Oui;LIVRAISON;2020-01;;;2023-08;;
8766;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002017;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8766&portlet_id=158;2019;Planter des arbres et végétaliser les quartiers des boulevards des Maréchaux;Environnement;Direction de la Voirie et des Déplacements;250000;Budget participatif d’arrondissement;1 rue Louis Ganne;75020;Oui;TRAVAUX;2019-11;;2024-01;2024-06;;
8668;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001900;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8668&portlet_id=158;2019;Un skatepark rue Vaucanson;Sport;Direction de la Jeunesse et des Sports;200000;Budget participatif d’arrondissement;Rue Vaucanson;75123;Non;ETUDES;2019-11;;;;;
8786;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001986;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8786&portlet_id=158;2019;Se rencontrer dans le quartier Fougères-Le Vau;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;220000;Budget participatif d’arrondissement;jardin Frida Kahlo;75020;Oui;ETUDES;2020-01;;;;;
8586;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000784;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8586&portlet_id=158;2019;Des trottoirs rénovés avenue de Clichy;Prévention et sécurité;Direction de la Voirie et des Déplacements;425000;Budget participatif d’arrondissement;avenue de Clichy;75017;Non;TRAVAUX;2019-11;2020-03;2022-07;2024-12;;
8670;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000859;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8670&portlet_id=158;2019;Rénovation énergétique de la Mairie du 3e (Paris Centre);Environnement;Direction de la Démocratie, des Citoyens et des Territoires;150000;Budget participatif d’arrondissement;2 rue Eugène Spuller;75123;Non;ETUDES;2020-01;;2024-09;2025-12;;
6202;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000006;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6202&portlet_id=158;2018;Végétaliser les murs du cimetière de Passy;Environnement;Direction des Espaces Verts et de l’Environnement;25000;Budget participatif d’arrondissement;2 rue du Commandant Schloesing;75016;Non;FIN;2018-11;2019-05;2020-09;2020-09;2021-03;
10031;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002663;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10031&portlet_id=158;2021;Des lieux solidaires et culturels dans les quartiers populaires;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;1590000;Budget participatif d’arrondissement;mairie du 18e Arrondissement;75018;Oui;ETUDES;2021-11;;;2025-12;;
9975;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002590;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9975&portlet_id=158;2021;Rénover nos écoles;Education et jeunesse;Direction des Affaires Scolaires;2000000;Budget participatif d’arrondissement;31 rue Péclet;75015;Non;FIN;2021-10;2021-11;2021-11;2023-10;2024-04;
